Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,10.33,$706
2010-03-31,12.84,$713
2010-06-30,8.19,$743
2010-09-30,10.3,$655
2010-12-31,9.86,$672
2011-03-31,11.58,$717
2011-06-30,12.2,$717
2011-09-30,10.07,$668
2011-12-31,12.73,$682
2012-03-31,12.36,$742
2012-06-30,13.46,$728
2012-09-30,14.38,$684
2012-12-31,12.33,$690
2013-03-31,14.03,$743
2013-06-30,14.57,$734
2013-09-30,14.67,$685
2013-12-31,16.28,$706
2014-03-31,17.68,$759
2014-06-30,18.02,$760
2014-09-30,18.35,$711
2014-12-31,20.77,$743
2015-03-31,20.19,$784
2015-06-30,15.97,$764
2015-09-30,14.44,$763
2015-12-31,12.6,$789
2016-03-31,12.23,$825
2016-06-30,11.53,$882
2016-09-30,13.31,$758
2016-12-31,13.61,$771
2017-03-31,12.73,$811
2017-06-30,11.46,$811
2017-09-30,10.48,$739
2017-12-31,13.64,$766
2018-03-31,12.08,$813
2018-06-30,16.11,$817
2018-09-30,13.76,$754
2018-12-31,11.97,$791
2019-03-31,11.25,$839
2019-06-30,9.54,$834
2019-09-30,11.14,$786
2019-12-31,11.37,$869
2020-03-31,3.81,$860
2020-06-30,32.88,$563
2020-09-30,74.95,$740
2020-12-31,565.7,$761
2021-03-31,3553.0,$828
2021-06-30,22.09,"$1,009"
2021-09-30,17.21,$876
2021-12-31,11.47,$926
2022-03-31,11.67,$980
2022-07-08,6.96,$980
