Date,PE Ratio,Revenue_Amount(Millions)
2011-09-30,1.7,$60
2011-12-31,1.78,$38
2012-03-31,0.0,$34
2012-06-30,0.0,$31
2012-09-30,0.0,$21
2012-12-31,0.0,$6
2013-03-31,0.0,$14
2013-06-30,0.0,$28
2013-09-30,0.0,$30
2013-12-31,0.0,$37
2014-03-31,0.0,$42
2014-06-30,0.0,$44
2014-09-30,101.93,$47
2014-12-31,13.37,$49
2015-03-31,15.41,$42
2015-06-30,22.22,$34
2015-09-30,22.52,$47
2015-12-31,13.54,$59
2016-03-31,9.79,$58
2016-06-30,5.85,$71
2016-09-30,4.59,$54
2016-12-31,4.71,$46
2017-03-31,3.44,$84
2017-06-30,4.4,$76
2017-09-30,4.93,$73
2017-12-31,6.98,$91
2018-03-31,5.34,$96
2018-06-30,3.94,$63
2018-09-30,4.79,$67
2018-12-31,7.13,$76
2019-03-31,34.05,$81
2019-06-30,0.0,$66
2019-09-30,30.32,$84
2019-12-31,24.62,$119
2020-03-31,14.97,$169
2020-06-30,17.72,$134
2020-09-30,26.06,$126
2020-12-31,33.43,$248
2021-03-31,32.24,$256
2021-06-30,12.18,$441
2021-09-30,6.42,$586
2021-12-31,4.09,$396
2022-03-31,2.62,"$1,280"
2022-07-08,4.68,"$1,280"
