Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,11.84,"$4,130"
2010-06-30,10.07,"$4,189"
2010-12-31,36.99,"$4,189"
2011-03-31,0.0,"$4,720"
2011-06-30,23.44,"$4,916"
2011-09-30,21.46,"$4,643"
2011-12-31,23.72,"$3,936"
2012-03-31,8.55,"$5,063"
2012-06-30,8.23,"$5,023"
2012-09-30,16.61,"$5,802"
2012-12-31,18.51,"$5,653"
2013-03-31,0.0,"$5,677"
2013-06-30,0.0,"$5,181"
2013-09-30,0.0,"$5,162"
2013-12-31,0.0,"$6,114"
2014-03-31,0.0,"$5,261"
2014-06-30,0.0,"$5,896"
2014-09-30,0.0,"$5,956"
2014-12-31,0.0,"$4,473"
2015-03-31,0.0,"$4,893"
2015-06-30,0.0,"$4,888"
2015-12-31,0.0,"$4,888"
2016-03-31,0.0,"$4,412"
2016-06-30,0.0,"$5,110"
2016-09-30,0.0,"$4,922"
2016-12-31,0.0,"$6,365"
2017-06-30,0.0,"$5,258"
2017-09-30,0.0,"$5,244"
2018-06-30,0.0,"$5,226"
2018-09-30,0.0,"$5,354"
2019-06-30,0.0,"$5,489"
2019-09-30,0.0,"$4,971"
2020-06-30,29.04,"$4,701"
2020-09-30,13.23,"$4,801"
2021-03-31,9.62,"$5,426"
2021-06-30,7.08,"$5,425"
2021-09-30,6.03,"$5,596"
2021-12-31,5.03,"$6,238"
2022-03-31,5.47,"$5,022"
2022-07-08,5.38,"$5,022"
