Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,0.0,"$1,493"
2010-03-31,0.0,"$1,508"
2010-06-30,0.0,"$1,526"
2010-09-30,0.0,"$1,516"
2010-12-31,0.0,"$1,371"
2011-03-31,0.0,"$1,800"
2011-06-30,131.76,"$1,933"
2011-09-30,22.13,"$1,940"
2011-12-31,11.66,"$1,871"
2012-03-31,9.02,"$1,964"
2012-06-30,7.1,"$1,936"
2012-09-30,8.14,"$1,715"
2012-12-31,9.77,"$1,609"
2013-03-31,12.44,"$1,676"
2013-06-30,13.06,"$1,800"
2013-09-30,0.0,"$1,669"
2013-12-31,0.0,"$1,624"
2014-03-31,0.0,"$1,688"
2014-06-30,0.0,"$1,710"
2014-09-30,12.04,"$1,637"
2014-12-31,10.62,"$1,582"
2015-03-31,9.39,"$1,608"
2015-06-30,9.73,"$1,609"
2015-09-30,6.72,"$1,468"
2015-12-31,13.14,"$1,375"
2016-03-31,14.72,"$1,449"
2016-06-30,11.09,"$1,546"
2016-09-30,28.04,"$1,384"
2016-12-31,3.98,"$1,447"
2017-03-31,3.88,"$1,701"
2017-06-30,4.39,"$1,840"
2017-09-30,5.43,"$1,831"
2017-12-31,42.55,"$1,837"
2018-03-31,26.15,"$2,138"
2018-06-30,14.56,"$2,054"
2018-09-30,11.81,"$1,978"
2018-12-31,4.43,"$1,973"
2019-03-31,5.89,"$2,163"
2019-06-30,12.34,"$2,306"
2019-09-30,8.3,"$2,164"
2019-12-31,11.26,"$1,987"
2020-03-31,6.66,"$1,926"
2020-06-30,28.89,"$1,078"
2020-09-30,0.0,"$1,994"
2020-12-31,0.0,"$2,108"
2021-03-31,0.0,"$2,263"
2021-06-30,16.39,"$2,205"
2021-09-30,15.19,"$2,204"
2021-12-31,16.7,"$2,273"
2022-03-31,17.63,"$2,480"
2022-07-08,14.49,"$2,480"
