Date,PE Ratio,Revenue_Amount(Millions)
2009-10-31,28.25,$284
2010-01-31,29.07,$396
2010-04-30,28.22,$320
2010-07-31,26.86,$322
2010-10-31,29.75,$339
2011-01-31,31.3,$474
2011-04-30,40.15,$386
2011-07-31,42.4,$395
2011-10-31,40.08,$413
2012-01-31,39.63,$583
2012-04-30,42.6,$474
2012-07-31,38.06,$482
2012-10-31,38.41,$506
2013-01-31,36.64,$759
2013-04-30,31.53,$583
2013-07-31,34.32,$601
2013-10-31,42.25,$619
2014-01-31,27.3,$868
2014-04-30,26.9,$714
2014-07-31,26.38,$734
2014-10-31,32.56,$746
2015-01-31,33.23,"$1,048"
2015-04-30,35.63,$868
2015-07-31,37.31,$877
2015-10-31,37.41,$911
2016-01-31,36.31,"$1,268"
2016-04-30,38.57,"$1,074"
2016-07-31,45.99,"$1,069"
2016-10-31,40.76,"$1,131"
2017-01-31,41.76,"$1,581"
2017-04-30,39.53,"$1,315"
2017-07-31,33.41,"$1,290"
2017-10-31,25.8,"$1,342"
2018-01-31,24.73,"$1,938"
2018-04-30,26.06,"$1,544"
2018-07-31,23.82,"$1,488"
2018-10-31,25.56,"$1,560"
2019-01-31,26.66,"$2,125"
2019-04-30,30.32,"$1,743"
2019-07-31,29.57,"$1,667"
2019-10-31,19.63,"$1,683"
2020-01-31,22.03,"$2,306"
2020-04-30,29.02,"$1,173"
2020-07-31,39.47,"$1,228"
2020-10-31,52.21,"$1,552"
2021-01-31,90.25,"$2,199"
2021-04-30,38.34,"$1,939"
2021-07-31,25.81,"$1,967"
2021-10-31,23.5,"$1,996"
2022-01-31,20.2,"$2,729"
2022-04-30,19.63,"$2,346"
2022-07-08,18.87,"$2,346"
