Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,17.39,$22
2010-03-31,16.78,$22
2010-06-30,13.85,$27
2010-09-30,13.72,$30
2010-12-31,14.46,$25
2011-03-31,13.61,$24
2011-06-30,15.25,$26
2011-09-30,14.8,$29
2011-12-31,17.12,$23
2012-03-31,18.85,$24
2012-06-30,19.15,$27
2012-09-30,18.1,$32
2012-12-31,17.62,$27
2013-03-31,16.12,$27
2013-06-30,15.81,$29
2013-09-30,17.46,$31
2013-12-31,16.91,$27
2014-03-31,17.97,$27
2014-06-30,17.43,$29
2014-09-30,15.39,$33
2014-12-31,17.77,$28
2015-03-31,17.23,$29
2015-06-30,16.93,$32
2015-09-30,18.19,$35
2015-12-31,19.41,$31
2016-03-31,21.49,$31
2016-06-30,29.25,$33
2016-09-30,21.77,$38
2016-12-31,28.43,$32
2017-03-31,24.97,$30
2017-06-30,27.53,$33
2017-09-30,29.21,$36
2017-12-31,27.03,$31
2018-03-31,25.01,$31
2018-06-30,25.39,$35
2018-09-30,24.86,$39
2018-12-31,25.99,$33
2019-03-31,25.81,$31
2019-06-30,27.82,$33
2019-09-30,31.74,$38
2019-12-31,30.73,$33
2020-03-31,28.45,$32
2020-06-30,31.02,$35
2020-09-30,28.01,$40
2020-12-31,32.64,$35
2021-03-31,36.55,$33
2021-06-30,36.72,$37
2021-09-30,47.82,$40
2021-12-31,57.76,$34
2022-03-31,44.42,$36
2022-07-08,37.7,$36
