Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,47.19,$124
2010-03-31,67.4,$121
2010-06-30,74.92,$118
2010-09-30,59.92,$116
2010-12-31,0.0,$114
2011-03-31,0.0,$122
2011-06-30,0.0,$126
2011-09-30,0.0,$131
2011-12-31,39.64,$125
2012-03-31,45.55,$110
2012-06-30,0.0,$109
2012-09-30,0.0,$112
2012-12-31,0.0,$112
2013-03-31,0.0,$110
2013-06-30,0.0,$111
2013-09-30,0.0,$108
2013-12-31,0.0,$109
2014-03-31,0.0,$118
2014-06-30,0.0,$123
2014-09-30,0.0,$189
2014-12-31,0.0,$188
2015-03-31,0.0,$186
2015-06-30,0.0,$193
2015-09-30,0.0,$196
2015-12-31,163.9,$193
2016-03-31,83.07,$197
2016-06-30,0.0,$199
2016-09-30,0.0,$215
2016-12-31,0.0,$223
2017-03-31,0.0,$208
2017-06-30,430.33,$209
2017-09-30,0.0,$228
2017-12-31,12.63,$220
2018-03-31,9.75,$210
2018-06-30,10.71,$205
2018-09-30,10.27,$201
2018-12-31,0.0,$201
2019-03-31,0.0,$195
2019-06-30,0.0,$203
2019-09-30,0.0,$209
2019-12-31,0.0,$215
2020-03-31,0.0,$210
2020-06-30,0.0,$217
2020-09-30,0.0,$194
2020-12-31,0.0,$216
2021-03-31,54.3,$329
2021-06-30,17.75,$332
2021-09-30,13.36,$375
2021-12-31,7.86,$641
2022-03-31,4.68,$789
2022-07-08,4.86,$789
