Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,3.34,$67
2010-03-31,3.13,$48
2010-06-30,2.49,$47
2010-09-30,2.81,$45
2010-12-31,3.41,$43
2011-03-31,3.74,$52
2011-06-30,3.51,$52
2011-09-30,3.19,$57
2011-12-31,3.54,$42
2012-03-31,3.92,$54
2012-06-30,3.64,$57
2012-09-30,3.09,$50
2012-12-31,2.34,$39
2013-03-31,3.0,$50
2013-06-30,3.65,$52
2013-09-30,3.43,$46
2013-12-31,3.1,$47
2014-03-31,3.32,$54
2014-06-30,3.79,$65
2014-09-30,3.41,$65
2014-12-31,2.54,$44
2015-03-31,2.24,$58
2015-06-30,2.96,$22
2015-09-30,2.46,$32
2015-12-31,1.86,$15
2016-03-31,1.68,$13
2016-06-30,2.93,$2
2016-09-30,4.25,$15
2016-12-31,5.64,$15
2017-03-31,4.14,$21
2017-06-30,3.28,$24
2017-09-30,3.41,$18
2017-12-31,3.16,$15
2018-03-31,3.71,$27
2018-06-30,4.7,$28
2018-09-30,4.95,$30
2018-12-31,2.8,$30
2019-03-31,3.75,$22
2019-06-30,2.71,$8
2019-09-30,2.11,$12
2019-12-31,2.41,$7
2020-03-31,2.63,$9
2020-06-30,2.1,$-0
2020-09-30,1.62,$-0
2020-12-31,4.65,$-0
2021-03-31,0.0,$-0
2021-06-30,0.0,$-0
2021-09-30,169.27,$3
2021-12-31,165.22,$6
2022-03-31,23.3,$13
2022-07-08,36.0,$13
