Date,PE Ratio,Revenue_Amount(Millions)
2009-11-30,14.44,$392
2010-02-28,19.04,$384
2010-05-31,20.69,$408
2010-08-31,20.19,$444
2010-11-30,27.69,$425
2011-02-28,25.4,$416
2011-05-31,25.75,$458
2011-08-31,18.12,$496
2011-11-30,18.75,$474
2012-02-29,23.17,$458
2012-05-31,19.09,$488
2012-08-31,22.61,$514
2012-11-30,24.15,$481
2013-02-28,23.93,$487
2013-05-31,27.0,$542
2013-08-31,28.18,$580
2013-11-30,29.61,$575
2014-02-28,38.7,$546
2014-05-31,31.95,$604
2014-08-31,29.78,$669
2014-11-30,32.14,$647
2015-02-28,34.27,$616
2015-05-31,34.59,$684
2015-08-31,37.32,$760
2015-11-30,41.03,$737
2016-02-29,34.6,$778
2016-05-31,41.35,$852
2016-08-31,40.56,$925
2016-11-30,35.54,$851
2017-02-28,29.71,$805
2017-05-31,22.26,$892
2017-08-31,23.32,$958
2017-11-30,23.13,$843
2018-02-28,17.35,$832
2018-05-31,14.58,$944
2018-08-31,17.65,"$1,061"
2018-11-30,14.55,$933
2019-02-28,15.76,$854
2019-05-31,14.26,$948
2019-08-31,14.96,$938
2019-11-30,16.71,$835
2020-02-29,13.56,$824
2020-05-31,12.54,$776
2020-08-31,17.33,$891
2020-11-30,18.46,$792
2021-02-28,18.34,$777
2021-05-31,24.53,$900
2021-08-31,21.92,$993
2021-11-30,21.64,$926
2022-02-28,18.83,$909
2022-05-31,23.94,"$1,061"
2022-07-08,21.42,"$1,061"
