Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,6.94,"$22,120"
2010-03-31,4.96,"$19,310"
2010-06-30,3.37,"$19,656"
2010-09-30,3.4,"$19,646"
2010-12-31,3.62,"$22,665"
2011-03-31,3.98,"$21,931"
2011-06-30,4.14,"$22,234"
2011-09-30,7.16,"$21,548"
2011-12-31,5.17,"$21,681"
2012-03-31,6.03,"$20,104"
2012-06-30,5.61,"$18,771"
2012-09-30,3.95,"$19,884"
2012-12-31,6.37,"$20,719"
2013-03-31,6.1,"$18,504"
2013-06-30,5.94,"$19,022"
2013-09-30,7.73,"$18,947"
2013-12-31,6.62,"$19,788"
2014-03-31,6.65,"$16,986"
2014-06-30,7.29,"$17,049"
2014-09-30,6.9,"$16,187"
2014-12-31,9.69,"$14,047"
2015-03-31,7.75,"$13,011"
2015-06-30,7.55,"$13,132"
2015-09-30,6.7,"$13,259"
2015-12-31,10.84,"$13,009"
2016-03-31,19.89,"$12,094"
2016-09-30,45.62,"$14,829"
2017-03-31,81.93,"$14,216"
2017-09-30,10.51,"$15,241"
2018-03-31,9.85,"$15,221"
2018-06-30,9.0,"$14,735"
2018-09-30,7.31,"$13,827"
2018-12-31,8.6,"$13,724"
2019-03-31,8.15,"$13,843"
2019-06-30,8.42,"$27,112"
2019-09-30,14.45,"$13,473"
2019-12-31,26.62,$-195
2020-03-31,38.78,"$12,952"
2020-06-30,0.0,"$11,726"
2020-09-30,68.5,"$12,228"
2020-12-31,11.7,"$12,301"
2021-03-31,9.51,"$12,466"
2021-06-30,13.42,"$12,466"
2021-09-30,8.44,"$10,964"
2022-03-31,9.91,"$10,560"
2022-07-08,10.46,"$10,560"
