Date,PE Ratio,Revenue_Amount(Millions)
2013-12-31,7.64,$798
2014-03-31,22.04,$767
2014-06-30,15.5,$961
2014-09-30,12.58,$983
2014-12-31,14.36,$862
2015-03-31,14.14,$810
2015-06-30,15.0,$955
2015-09-30,11.93,$992
2015-12-31,15.18,$877
2016-03-31,12.91,$881
2016-06-30,14.53,"$1,044"
2016-09-30,21.21,"$1,067"
2016-12-31,17.84,$920
2017-03-31,18.71,$974
2017-06-30,19.88,"$1,139"
2017-09-30,15.65,"$1,227"
2017-12-31,14.73,"$1,092"
2018-03-31,10.82,"$1,183"
2018-06-30,10.69,"$1,408"
2018-09-30,10.47,"$1,339"
2018-12-31,38.68,"$1,066"
2019-03-31,0.0,"$1,042"
2019-06-30,0.0,"$1,230"
2019-09-30,0.0,"$1,270"
2019-12-31,14.95,"$1,102"
2020-03-31,9.66,"$1,171"
2020-06-30,14.36,"$1,243"
2020-09-30,8.19,"$1,589"
2020-12-31,9.54,"$1,472"
2021-03-31,6.72,"$1,821"
2021-06-30,3.53,"$2,443"
2021-09-30,3.47,"$1,879"
2021-12-31,3.83,"$1,782"
2022-03-31,3.08,"$2,326"
2022-07-08,2.8,"$2,326"
