Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,0.0,$138
2010-03-31,0.0,$168
2010-06-30,77.55,$213
2010-09-30,197.75,$209
2010-12-31,135.81,$215
2011-03-31,31.73,$294
2011-06-30,18.52,$299
2011-09-30,7.73,$349
2011-12-31,9.72,$320
2012-03-31,11.95,$382
2012-06-30,9.83,$367
2012-09-30,13.64,$343
2012-12-31,100.61,$292
2013-03-31,207.55,$338
2013-06-30,0.0,$331
2013-09-30,0.0,$304
2013-12-31,39.64,$290
2014-03-31,57.29,$347
2014-06-30,41.64,$386
2014-09-30,33.46,$377
2014-12-31,0.0,$327
2015-03-31,0.0,$346
2015-06-30,0.0,$315
2015-09-30,0.0,$277
2015-12-31,0.0,$238
2016-03-31,0.0,$258
2016-06-30,0.0,$274
2016-09-30,0.0,$268
2016-12-31,0.0,$255
2017-03-31,27.74,$335
2017-06-30,25.27,$356
2017-09-30,19.3,$331
2017-12-31,12.54,$308
2018-03-31,12.06,$376
2018-06-30,7.58,$453
2018-09-30,5.93,$457
2018-12-31,4.72,$430
2019-03-31,6.29,$446
2019-06-30,10.63,$429
2019-09-30,47.18,$384
2019-12-31,53.44,$320
2020-03-31,51.01,$354
2020-06-30,0.0,$248
2020-09-30,0.0,$300
2020-12-31,0.0,$332
2021-03-31,21.17,$463
2021-06-30,6.45,$556
2021-09-30,2.84,$668
2021-12-31,2.22,$625
2022-03-31,3.24,$696
2022-07-08,2.05,$696
