Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,18.27,$344
2010-03-31,15.81,$437
2010-06-30,14.01,$258
2010-09-30,12.01,$257
2010-12-31,14.36,$371
2011-03-31,14.49,$473
2011-06-30,12.59,$368
2011-09-30,8.88,$363
2011-12-31,8.83,$437
2012-03-31,8.74,$450
2012-06-30,11.22,$338
2012-09-30,20.48,$364
2012-12-31,25.27,$490
2013-03-31,25.31,$416
2013-06-30,23.59,$473
2013-09-30,21.8,$480
2013-12-31,18.36,$493
2014-03-31,16.07,$662
2014-06-30,16.94,$526
2014-09-30,14.21,$579
2014-12-31,15.69,$703
2015-03-31,18.03,$715
2015-06-30,24.77,$440
2015-09-30,25.29,$584
2015-12-31,48.22,$601
2016-03-31,0.0,$545
2016-06-30,0.0,$128
2016-09-30,0.0,$557
2016-12-31,0.0,$158
2017-03-31,0.0,$894
2017-06-30,1032.69,$689
2017-09-30,164.35,$659
2017-12-31,4.21,$849
2018-03-31,119.82,"$1,312"
2018-06-30,731.01,$951
2018-09-30,0.0,"$1,050"
2018-12-31,0.0,"$1,245"
2019-03-31,0.0,"$1,143"
2019-06-30,0.0,"$1,310"
2019-09-30,0.0,$952
2019-12-31,0.0,"$1,011"
2020-03-31,0.0,"$1,107"
2020-06-30,0.0,$527
2020-09-30,0.0,$172
2020-12-31,0.0,"$1,253"
2021-03-31,0.0,$950
2021-06-30,0.0,$-260
2021-09-30,0.0,"$-1,465"
2021-12-31,0.0,"$3,840"
2022-03-31,0.0,$-579
2022-07-08,0.0,$-579
