Date,PE Ratio,Revenue_Amount(Millions)
2011-03-31,0.0,$17
2011-06-30,0.0,$64
2011-09-30,0.0,$61
2011-12-31,0.0,$75
2012-03-31,0.0,$90
2012-06-30,0.0,$101
2012-09-30,0.0,$103
2012-12-31,44.9,$114
2013-03-31,61.23,$161
2013-06-30,59.05,$177
2013-09-30,56.33,$185
2013-12-31,56.35,$190
2014-03-31,43.81,$201
2014-06-30,37.3,$214
2014-09-30,35.66,$294
2014-12-31,41.08,$295
2015-03-31,49.04,$366
2015-06-30,51.53,$454
2015-09-30,43.89,$480
2015-12-31,36.31,$495
2016-03-31,30.62,$617
2016-06-30,28.27,$757
2016-09-30,275.28,$735
2016-12-31,413.75,$703
2017-03-31,256.47,$679
2017-06-30,548.67,$716
2017-09-30,24.24,$717
2017-12-31,14.25,$725
2018-03-31,15.86,$742
2018-06-30,15.92,$766
2018-09-30,13.64,$761
2018-12-31,0.0,$-364
2019-03-31,0.0,$761
2019-06-30,0.0,$789
2019-09-30,0.0,$777
2019-12-31,26.79,$-319
2020-03-31,14.34,$509
2020-06-30,21.11,$491
2020-09-30,26.09,$548
2020-12-31,0.0,$541
2021-03-31,0.0,$551
2021-06-30,0.0,$582
2021-09-30,0.0,$588
2021-12-31,28.9,$593
2022-03-31,24.64,$617
2022-07-08,28.18,$617
