Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,0.0,$188
2010-03-31,38.66,$192
2010-06-30,63.66,$198
2010-09-30,11.65,$203
2010-12-31,14.34,$221
2011-03-31,9.93,$242
2011-06-30,12.9,$247
2011-09-30,9.08,$244
2011-12-31,6.44,$229
2012-03-31,7.21,$263
2012-06-30,5.75,$309
2012-09-30,5.37,$285
2012-12-31,7.2,$271
2013-03-31,10.74,$283
2013-06-30,8.74,$307
2013-09-30,9.85,$304
2013-12-31,13.1,$309
2014-03-31,14.15,$318
2014-06-30,14.6,$343
2014-09-30,12.02,$345
2014-12-31,15.26,$373
2015-03-31,12.61,$375
2015-06-30,11.63,$377
2015-09-30,6.84,$364
2015-12-31,8.54,$347
2016-03-31,12.0,$328
2016-06-30,8.69,$329
2016-09-30,11.1,$313
2016-12-31,15.13,$307
2017-03-31,10.49,$344
2017-06-30,13.21,$351
2017-09-30,17.88,$352
2017-12-31,18.62,$366
2018-03-31,15.86,$406
2018-06-30,10.82,$432
2018-09-30,10.09,$414
2018-12-31,6.72,$406
2019-03-31,6.93,$420
2019-06-30,8.04,$415
2019-09-30,7.7,$403
2019-12-31,10.33,$380
2020-03-31,7.86,$366
2020-06-30,49.7,$228
2020-09-30,0.0,$340
2020-12-31,0.0,$360
2021-03-31,0.0,$360
2021-06-30,34.28,$350
2021-09-30,0.0,$359
2021-12-31,0.0,$370
2022-03-31,0.0,$418
2022-07-08,0.0,$418
