Date,PE Ratio,Revenue_Amount(Millions)
2015-09-30,159.2,$137
2015-12-31,104.14,$139
2016-03-31,11.27,$144
2016-06-30,5.64,$134
2016-09-30,8.1,$119
2016-12-31,3.61,$115
2017-03-31,7.28,$104
2017-06-30,105.2,$102
2017-09-30,0.0,$105
2017-12-31,0.0,$107
2018-03-31,0.0,$98
2018-06-30,0.0,$99
2018-09-30,0.0,$104
2018-12-31,0.0,$113
2019-03-31,0.0,$103
2019-06-30,0.0,$99
2019-09-30,0.0,$93
2019-12-31,53.63,$116
2020-03-31,224.33,$86
2020-06-30,22.72,$79
2020-09-30,19.91,$90
2020-12-31,66.13,$104
2021-03-31,43.98,$94
2021-06-30,66.36,$95
2021-09-30,39.62,$102
2021-12-31,36.19,$119
2022-03-31,33.85,$101
2022-07-08,28.29,$101
