Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,17.36,$542
2010-03-31,15.69,$470
2010-06-30,15.37,$562
2010-09-30,15.9,$627
2010-12-31,18.12,$611
2011-03-31,17.19,$613
2011-06-30,15.1,$674
2011-09-30,12.14,$676
2011-12-31,13.99,$683
2012-03-31,16.29,$624
2012-06-30,15.4,$685
2012-09-30,15.03,$719
2012-12-31,14.7,$659
2013-03-31,16.63,$642
2013-06-30,438.65,$615
2013-09-30,0.0,$698
2013-12-31,0.0,$646
2014-03-31,345.06,$586
2014-06-30,15.13,$630
2014-09-30,14.12,$622
2014-12-31,15.22,$581
2015-03-31,15.31,$565
2015-06-30,16.17,$575
2015-09-30,37.2,$578
2015-12-31,41.26,$561
2016-03-31,81.32,$627
2016-06-30,81.76,$667
2016-09-30,23.98,$729
2016-12-31,27.86,$669
2017-03-31,20.84,$664
2017-06-30,22.44,$686
2017-09-30,22.1,$735
2017-12-31,19.55,$760
2018-03-31,19.51,$700
2018-06-30,22.72,$765
2018-09-30,27.56,$739
2018-12-31,21.42,$717
2019-03-31,20.46,$723
2019-06-30,24.53,$826
2019-09-30,30.01,$842
2019-12-31,28.84,$798
2020-03-31,26.77,$734
2020-06-30,30.66,$710
2020-09-30,29.92,$753
2020-12-31,35.1,$765
2021-03-31,39.16,$755
2021-06-30,34.08,$802
2021-09-30,34.91,$892
2021-12-31,37.2,$859
2022-03-31,35.03,$853
2022-07-08,29.6,$853
