Date,PE Ratio,Revenue_Amount(Millions)
2009-12-31,17.17,$63
2010-03-31,18.01,$61
2010-06-30,11.61,$62
2010-09-30,9.48,$62
2010-12-31,10.68,$64
2011-03-31,10.31,$62
2011-06-30,9.43,$63
2011-09-30,7.77,$61
2011-12-31,10.01,$63
2012-03-31,10.42,$62
2012-06-30,11.24,$63
2012-09-30,11.84,$65
2012-12-31,11.88,$68
2013-03-31,13.61,$67
2013-06-30,13.45,$68
2013-09-30,13.3,$69
2013-12-31,14.66,$70
2014-03-31,14.71,$70
2014-06-30,14.11,$71
2014-09-30,13.1,$71
2014-12-31,14.46,$73
2015-03-31,16.07,$73
2015-06-30,16.83,$79
2015-09-30,16.3,$79
2015-12-31,16.01,$80
2016-03-31,14.06,$79
2016-06-30,13.58,$82
2016-09-30,15.79,$83
2016-12-31,21.36,$85
2017-03-31,19.48,$83
2017-06-30,20.21,$90
2017-09-30,22.05,$93
2017-12-31,19.69,$95
2018-03-31,18.85,$94
2018-06-30,18.68,$101
2018-09-30,18.19,$106
2018-12-31,14.61,$111
2019-03-31,16.03,$113
2019-06-30,15.98,$151
2019-09-30,14.72,$151
2019-12-31,15.49,$147
2020-03-31,13.3,$134
2020-06-30,14.38,$128
2020-09-30,12.61,$127
2020-12-31,19.29,$124
2021-03-31,19.76,$125
2021-06-30,16.33,$122
2021-09-30,16.04,$119
2021-12-31,22.06,$155
2022-03-31,23.12,$167
2022-07-08,22.89,$167
