Date,PE Ratio,Revenue_Amount(Millions)
2013-06-30,85.2,$53
2013-09-30,62.96,$53
2013-12-31,53.76,$51
2014-03-31,64.39,$56
2014-06-30,52.61,$63
2014-09-30,44.21,$64
2014-12-31,28.1,$62
2015-03-31,30.86,$67
2015-06-30,31.89,$75
2015-09-30,31.91,$74
2015-12-31,41.24,$71
2016-03-31,36.99,$78
2016-06-30,40.24,$88
2016-09-30,31.39,$86
2016-12-31,31.81,$79
2017-03-31,29.22,$87
2017-06-30,23.64,$94
2017-09-30,23.13,$92
2017-12-31,16.5,$96
2018-03-31,16.17,$94
2018-06-30,18.17,$106
2018-09-30,24.76,$101
2018-12-31,53.76,$97
2019-03-31,69.0,$102
2019-06-30,71.63,$113
2019-09-30,38.09,$109
2019-12-31,72.0,$102
2020-03-31,0.0,$95
2020-06-30,0.0,$66
2020-09-30,0.0,$82
2020-12-31,0.0,$79
2021-03-31,54.05,$88
2021-06-30,32.97,$108
2021-09-30,24.44,$102
2021-12-31,20.08,$99
2022-03-31,18.49,$100
2022-07-08,14.04,$100
