date,close,daily_returns
2012-01-03,61.0,0.05627705627705626
2012-01-04,63.0,0.032786885245901676
2012-01-05,66.0,0.04761904761904767
2012-01-06,65.5,-0.007575757575757569
2012-01-09,64.0,-0.022900763358778664
2012-01-10,66.5,0.0390625
2012-01-11,67.0,0.007518796992481258
2012-01-12,66.25,-0.011194029850746245
2012-01-13,63.5,-0.04150943396226414
2012-01-17,63.0,-0.007874015748031482
2012-01-18,63.75,0.011904761904761862
2012-01-19,62.0,-0.027450980392156876
2012-01-20,61.75,-0.0040322580645161255
2012-01-23,63.25,0.02429149797570851
2012-01-24,64.25,0.015810276679841806
2012-01-25,63.5,-0.011673151750972721
2012-01-26,61.75,-0.027559055118110187
2012-01-27,62.0,0.004048582995951344
2012-01-30,60.0,-0.032258064516129004
2012-01-31,59.0,-0.01666666666666672
2012-02-01,58.0,-0.016949152542372836
2012-02-02,56.25,-0.030172413793103425
2012-02-03,59.0,0.04888888888888898
2012-02-06,59.5,0.008474576271186418
2012-02-07,60.25,0.012605042016806678
2012-02-08,64.25,0.06639004149377592
2012-02-09,61.75,-0.03891050583657585
2012-02-10,59.75,-0.03238866396761131
2012-02-13,65.0,0.08786610878661083
2012-02-14,64.5,-0.007692307692307665
2012-02-15,61.5,-0.046511627906976716
2012-02-16,64.5,0.04878048780487809
2012-02-17,64.25,-0.003875968992248069
2012-02-21,66.75,0.03891050583657596
2012-02-22,67.5,0.011235955056179803
2012-02-23,66.5,-0.014814814814814836
2012-02-24,75.75,0.13909774436090228
2012-02-27,78.75,0.03960396039603964
2012-02-28,71.25,-0.09523809523809523
2012-02-29,73.25,0.02807017543859658
2012-03-01,74.5,0.017064846416382284
2012-03-02,73.5,-0.01342281879194629
2012-03-05,69.75,-0.05102040816326525
2012-03-06,67.25,-0.03584229390681004
2012-03-07,66.75,-0.0074349442379182396
2012-03-08,68.25,0.022471910112359605
2012-03-09,66.25,-0.02930402930402931
2012-03-12,63.75,-0.037735849056603765
2012-03-13,67.0,0.050980392156862786
2012-03-14,67.0,0.0
2012-03-15,66.75,-0.003731343283582045
2012-03-16,66.75,0.0
2012-03-19,66.5,-0.0037453183520599342
2012-03-20,64.25,-0.03383458646616544
2012-03-21,65.0,0.011673151750972721
2012-03-22,61.0,-0.06153846153846154
2012-03-23,62.0,0.016393442622950838
2012-03-26,63.75,0.02822580645161299
2012-03-27,62.25,-0.02352941176470591
2012-03-28,60.5,-0.028112449799196804
2012-03-29,62.0,0.024793388429751984
2012-03-30,62.0,0.0
2012-04-02,62.5,0.008064516129032251
2012-04-03,61.5,-0.016000000000000014
2012-04-04,59.75,-0.028455284552845517
2012-04-05,59.0,-0.012552301255230103
2012-04-09,54.75,-0.07203389830508478
2012-04-10,56.0,0.022831050228310446
2012-04-11,56.0,0.0
2012-04-12,57.0,0.017857142857142794
2012-04-13,54.75,-0.03947368421052633
2012-04-16,45.25,-0.1735159817351598
2012-04-17,45.5,0.005524861878453136
2012-04-18,46.75,0.027472527472527375
2012-04-19,47.25,0.010695187165775444
2012-04-20,46.75,-0.010582010582010581
2012-04-23,45.5,-0.0267379679144385
2012-04-24,43.0,-0.05494505494505497
2012-04-25,44.5,0.03488372093023262
2012-04-26,44.0,-0.011235955056179803
2012-04-27,45.75,0.03977272727272729
2012-04-30,46.5,0.016393442622950838
2012-05-01,45.25,-0.026881720430107503
2012-05-02,44.5,-0.016574585635359074
2012-05-03,41.25,-0.0730337078651685
2012-05-04,43.25,0.048484848484848575
2012-05-07,41.75,-0.034682080924855474
2012-05-08,40.0,-0.041916167664670656
2012-05-09,40.0,0.0
2012-05-10,41.0,0.02499999999999991
2012-05-11,40.75,-0.0060975609756097615
2012-05-14,39.25,-0.036809815950920255
2012-05-15,38.25,-0.02547770700636942
2012-05-16,35.5,-0.07189542483660127
2012-05-17,35.0,-0.014084507042253502
2012-05-18,36.0,0.02857142857142847
2012-05-21,36.75,0.02083333333333326
2012-05-22,39.75,0.08163265306122458
2012-05-23,38.0,-0.04402515723270439
2012-05-24,36.25,-0.046052631578947345
2012-05-25,36.25,0.0
2012-05-29,37.5,0.034482758620689724
2012-05-30,36.25,-0.033333333333333326
2012-05-31,35.75,-0.01379310344827589
2012-06-01,37.0,0.034965034965035
2012-06-04,36.25,-0.020270270270270285
2012-06-05,38.25,0.05517241379310356
2012-06-06,39.0,0.019607843137254832
2012-06-07,40.0,0.02564102564102555
2012-06-08,40.25,0.006250000000000089
2012-06-11,37.75,-0.06211180124223603
2012-06-12,39.75,0.052980132450331174
2012-06-13,39.25,-0.012578616352201255
2012-06-14,39.75,0.01273885350318471
2012-06-15,40.25,0.012578616352201255
2012-06-18,40.0,-0.006211180124223614
2012-06-19,37.75,-0.05625000000000002
2012-06-20,37.75,0.0
2012-06-21,37.5,-0.0066225165562914245
2012-06-22,38.5,0.026666666666666616
2012-06-25,37.75,-0.01948051948051943
2012-06-26,35.75,-0.052980132450331174
2012-06-27,34.75,-0.027972027972028024
2012-06-28,35.5,0.021582733812949728
2012-06-29,36.75,0.035211267605633756
2012-07-02,35.5,-0.03401360544217691
2012-07-03,37.0,0.04225352112676051
2012-07-05,37.5,0.013513513513513598
2012-07-06,36.0,-0.040000000000000036
2012-07-09,37.25,0.03472222222222232
2012-07-10,35.25,-0.05369127516778527
2012-07-11,35.75,0.014184397163120588
2012-07-12,36.5,0.020979020979021046
2012-07-13,37.5,0.027397260273972712
2012-07-16,38.5,0.026666666666666616
2012-07-17,39.75,0.032467532467532534
2012-07-18,39.25,-0.012578616352201255
2012-07-19,41.0,0.04458598726114649
2012-07-20,38.25,-0.06707317073170727
2012-07-23,41.5,0.08496732026143783
2012-07-24,43.0,0.03614457831325302
2012-07-25,41.75,-0.029069767441860517
2012-07-26,41.25,-0.0119760479041916
2012-07-27,40.25,-0.024242424242424288
2012-07-30,42.25,0.049689440993788914
2012-07-31,43.0,0.01775147928994092
2012-08-01,43.75,0.01744186046511631
2012-08-02,47.25,0.08000000000000007
2012-08-03,48.5,0.02645502645502651
2012-08-06,48.75,0.005154639175257714
2012-08-07,48.75,0.0
2012-08-08,45.25,-0.07179487179487176
2012-08-09,46.5,0.027624309392265234
2012-08-10,44.5,-0.043010752688172005
2012-08-13,43.0,-0.0337078651685393
2012-08-14,43.0,0.0
2012-08-15,44.75,0.04069767441860472
2012-08-16,45.25,0.011173184357541999
2012-08-17,46.5,0.027624309392265234
2012-08-20,44.5,-0.043010752688172005
2012-08-21,43.25,-0.028089887640449396
2012-08-22,45.25,0.046242774566473965
2012-08-23,44.75,-0.011049723756906049
