date,close,daily_returns
2012-01-03,5.12,-0.015384615384615441
2012-01-04,5.23,0.021484375
2012-01-05,5.42,0.03632887189292533
2012-01-06,5.45,0.005535055350553542
2012-01-09,5.53,0.014678899082568808
2012-01-10,5.92,0.07052441229656403
2012-01-11,5.68,-0.04054054054054057
2012-01-12,5.58,-0.017605633802816878
2012-01-13,5.49,-0.016129032258064502
2012-01-17,5.26,-0.041894353369763326
2012-01-18,5.38,0.02281368821292773
2012-01-19,5.54,0.029739776951672958
2012-01-20,5.44,-0.01805054151624541
2012-01-23,5.42,-0.003676470588235392
2012-01-24,5.5,0.014760147601476037
2012-01-25,5.57,0.012727272727272698
2012-01-26,5.8,0.04129263913824044
2012-01-27,5.81,0.0017241379310344307
2012-01-30,5.92,0.018932874354561147
2012-01-31,5.92,0.0
2012-02-01,6.07,0.02533783783783794
2012-02-02,6.09,0.0032948929159801743
2012-02-03,6.23,0.02298850574712663
2012-02-06,6.14,-0.014446227929374111
2012-02-07,5.95,-0.030944625407166026
2012-02-08,5.98,0.005042016806722671
2012-02-09,5.94,-0.006688963210702337
2012-02-10,5.86,-0.013468013468013518
2012-02-13,5.92,0.010238907849829282
2012-02-14,5.86,-0.010135135135135087
2012-02-15,5.83,-0.005119453924914752
2012-02-16,5.92,0.015437392795883298
2012-02-17,5.81,-0.01858108108108114
2012-02-21,5.3,-0.08777969018932874
2012-02-22,5.14,-0.030188679245283012
2012-02-23,5.02,-0.023346303501945553
2012-02-24,4.81,-0.041832669322709126
2012-02-27,5.16,0.07276507276507282
2012-02-28,5.19,0.005813953488372103
2012-02-29,5.1,-0.017341040462427904
2012-03-01,5.19,0.01764705882352957
2012-03-02,5.11,-0.015414258188824692
2012-03-05,5.01,-0.019569471624266255
2012-03-06,4.95,-0.011976047904191489
2012-03-07,4.99,0.008080808080808133
2012-03-08,4.99,0.0
2012-03-09,4.98,-0.002004008016032066
2012-03-12,4.91,-0.014056224899598457
2012-03-13,5.08,0.03462321792260692
2012-03-14,5.07,-0.0019685039370078705
2012-03-15,5.37,0.05917159763313595
2012-03-16,5.15,-0.040968342644320255
2012-03-19,5.16,0.0019417475728153999
2012-03-20,5.18,0.003875968992248069
2012-03-21,5.13,-0.009652509652509633
2012-03-22,5.07,-0.011695906432748426
2012-03-23,5.1,0.005917159763313418
2012-03-26,5.21,0.021568627450980538
2012-03-27,5.07,-0.026871401151631447
2012-03-28,5.22,0.029585798816567976
2012-03-29,5.0,-0.04214559386973171
2012-03-30,4.89,-0.02200000000000002
2012-04-02,4.85,-0.008179959100204526
2012-04-03,4.91,0.012371134020618735
2012-04-04,4.89,-0.004073319755600879
2012-04-05,4.86,-0.006134969325153228
2012-04-09,4.78,-0.016460905349794275
2012-04-10,4.61,-0.03556485355648531
2012-04-11,4.71,0.021691973969631073
