date,close[t],PE Ratio[t],Revenue_Amount(Millions)[t],Interest Rate(%)[t],close[t-1],PE Ratio[t-1],Revenue_Amount(Millions)[t-1],Interest Rate(%)[t-1],close[t-1]_7_min,close[t-1]_7_max,close[t-1]_7_mean,close[t-1]_7_std,close[t-1]_14_min,close[t-1]_14_max,close[t-1]_14_mean,close[t-1]_14_std
2012-01-24,19.4,16.8,8602,0.1041758241758241,18.94,16.8,8602,0.1041758241758241,18.23,19.33,18.694285714285716,0.44384145603496267,17.48,18.9,18.205714285714286,0.4574879649731111
2012-01-25,20.41,16.8,8602,0.1041758241758241,19.4,16.8,8602,0.1041758241758241,18.23,19.4,18.818571428571428,0.5074258097307919,17.48,18.53,18.15285714285714,0.3784492165718018
2012-01-26,21.7,16.8,8602,0.1041758241758241,20.41,16.8,8602,0.1041758241758241,18.23,20.41,19.101428571428567,0.7490533708494678,17.48,18.53,18.14,0.3651940123642059
2012-01-27,23.09,16.8,8602,0.1041758241758241,21.7,16.8,8602,0.1041758241758241,18.25,21.7,19.59714285714286,1.1283869650333351,17.48,18.53,18.117142857142856,0.3516965683518639
2012-01-30,22.99,16.8,8602,0.1041758241758241,23.09,16.8,8602,0.1041758241758241,18.94,23.09,20.28857142857143,1.5640910946556,17.48,18.53,18.122857142857146,0.35377555435211167
2012-01-31,23.1,16.8,8602,0.1041758241758241,22.99,16.8,8602,0.1041758241758241,18.94,23.09,20.837142857142855,1.7594100742930314,17.48,19.15,18.297142857142855,0.5092711879314822
2012-02-01,23.21,16.8,8602,0.1041758241758241,23.1,16.8,8602,0.1041758241758241,18.94,23.1,21.375714285714285,1.797765809209283,18.01,19.33,18.56142857142857,0.49434901879234106
2012-02-02,24.09,16.8,8602,0.1041758241758241,23.21,16.8,8602,0.1041758241758241,19.4,23.21,21.985714285714288,1.5394247534155663,18.23,19.33,18.694285714285716,0.44384145603496267
2012-02-03,24.97,16.8,8602,0.1041758241758241,24.09,16.8,8602,0.1041758241758241,20.41,24.09,22.655714285714286,1.212351119971127,18.23,19.4,18.818571428571428,0.5074258097307919
2012-02-06,24.23,16.8,8602,0.1041758241758241,24.97,16.8,8602,0.1041758241758241,21.7,24.97,23.307142857142857,1.0133231515779275,18.23,20.41,19.101428571428567,0.7490533708494678
2012-02-07,24.26,16.8,8602,0.1041758241758241,24.23,16.8,8602,0.1041758241758241,22.99,24.97,23.66857142857143,0.7654286069784492,18.25,21.7,19.59714285714286,1.1283869650333351
2012-02-08,23.88,16.8,8602,0.1041758241758241,24.26,16.8,8602,0.1041758241758241,22.99,24.97,23.83571428571429,0.745516759097511,18.94,23.09,20.28857142857143,1.5640910946556
2012-02-09,24.0,16.8,8602,0.1041758241758241,23.88,16.8,8602,0.1041758241758241,23.1,24.97,23.962857142857143,0.646573385515644,18.94,23.09,20.837142857142855,1.7594100742930314
2012-02-10,23.75,16.8,8602,0.1041758241758241,24.0,16.8,8602,0.1041758241758241,23.21,24.97,24.091428571428573,0.5243226923510999,18.94,23.1,21.375714285714285,1.797765809209283
2012-02-13,23.97,16.8,8602,0.1041758241758241,23.75,16.8,8602,0.1041758241758241,23.75,24.97,24.16857142857143,0.3973843048162658,19.4,23.21,21.985714285714288,1.5394247534155663
