name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,rmse,192.2636569708221,2.79
2_DecisionTree,Decision Tree,rmse,24.95011187614682,0.61
3_Linear,Linear,rmse,9.11245000663964,0.54
4_Default_Xgboost,Xgboost,rmse,9.784176886817757,0.79
5_Default_NeuralNetwork,Neural Network,rmse,10.970142981938091,0.81
6_Default_RandomForest,Random Forest,rmse,12.06704444764218,1.18
Ensemble,Ensemble,rmse,9.112450006639639,0.18
