0,0.3763540103215322,
1,0.05154841716152622,
2,0.037331452485718154,
3,0.02184686331933095,
4,0.01491600256304307,
5,0.008240177236776027,
6,0.006320917992312323,
7,0.004812848989948781,
8,0.004332015030537014,
9,0.003980400177650536,
10,0.0033383347032615806,
11,0.003061142660478441,
12,0.0030100404671690195,
13,0.0028461218087124755,
14,0.002740603666463618,
15,0.0026551944885731572,
16,0.0026075722302182124,
17,0.002643978175829916,
18,0.0025665049769671884,
19,0.0024476786308725382,
20,0.002418115704949318,
21,0.0023568334284892393,
22,0.0022691496644129837,
23,0.0022468538005203753,
24,0.002290197661926939,
25,0.0022927605647913452,
26,0.002272420673521616,
27,0.002121430502349799,
28,0.0020449066880554793,
29,0.0020135637813735985,
30,0.0019461434185457246,
31,0.0019379377074855964,
32,0.0019547717291505924,
33,0.0017994829600644661,
34,0.0017498576253014496,
35,0.0017325517494213656,
36,0.001675696161961425,
37,0.0016451789336456588,
38,0.0015981522964296383,
39,0.0015719420694592686,
40,0.0015303422255647779,
41,0.001502573014556191,
42,0.001522088681871807,
43,0.0016065734857463947,
44,0.0015404328758286082,
45,0.0015336170669232624,
46,0.001465196347369913,
47,0.001465739700740199,
48,0.001447913622719074,
49,0.0015384294843373534,
50,0.0014412524090842585,
51,0.001409067367761031,
52,0.0013685849034667079,
53,0.0013367322245504132,
54,0.0013600223972098143,
55,0.0015331397850953498,
56,0.001296853916078616,
57,0.0013194159177075473,
58,0.0014482584250575638,
59,0.0015738648445012362,
60,0.0014150666731822272,
61,0.0014169651470292532,
62,0.0012823533885340387,
63,0.0013496101290897751,
64,0.0013289114963260643,
65,0.0012912821399817928,
66,0.0012357449540878439,
67,0.0014051895067450173,
68,0.0013368380235396847,
69,0.0012155309541582791,
70,0.001188166961284503,
71,0.001208600213711099,
72,0.0013142410758751786,
73,0.0012860634260410213,
74,0.0012280661906099977,
75,0.001105400056494996,
76,0.0011007890304131167,
77,0.0012129265699250273,
78,0.001271910108016588,
79,0.001226786055885335,
80,0.0013504300514949289,
81,0.0012909432038777536,
82,0.0014606034625463205,
83,0.0015275709919453137,
84,0.0014642000014305145,
85,0.0013665863914471142,
86,0.0016560801989860359,
