date,close[t],PE Ratio[t],Revenue_Amount(Millions)[t],Interest Rate(%)[t],close[t-1],PE Ratio[t-1],Revenue_Amount(Millions)[t-1],Interest Rate(%)[t-1],close[t-1]_7_min,close[t-1]_7_max,close[t-1]_7_mean,close[t-1]_7_std,close[t-1]_14_min,close[t-1]_14_max,close[t-1]_14_mean,close[t-1]_14_std
2012-01-24,26.748,24.99,216,0.1041758241758241,27.436,24.99,216,0.1041758241758241,26.537,27.863,27.139714285714287,0.5011994660431158,27.308,28.242,27.60214285714286,0.31118238412621724
2012-01-25,26.625,24.99,216,0.1041758241758241,26.748,24.99,216,0.1041758241758241,26.537,27.863,27.024571428571427,0.4823912164563996,27.308,27.651,27.503857142857147,0.13309574069246755
2012-01-26,26.743,24.99,216,0.1041758241758241,26.625,24.99,216,0.1041758241758241,26.537,27.863,27.007,0.49618746457362184,26.748,27.578,27.37485714285714,0.29985242401967693
2012-01-27,26.85,24.99,216,0.1041758241758241,26.743,24.99,216,0.1041758241758241,26.537,27.863,27.015428571428572,0.49025192746276053,26.684,27.578,27.24985714285714,0.3815470388525408
2012-01-30,26.748,24.99,216,0.1041758241758241,26.85,24.99,216,0.1041758241758241,26.625,27.863,27.060142857142857,0.4521354622129032,26.537,27.578,27.137571428571427,0.4633263274564538
2012-01-31,27.143,24.99,216,0.1041758241758241,26.748,24.99,216,0.1041758241758241,26.625,27.863,27.001857142857144,0.4638647175529468,26.537,27.578,27.115857142857145,0.4575333971676917
2012-02-01,28.343,24.99,216,0.1041758241758241,27.143,24.99,216,0.1041758241758241,26.625,27.436,26.899,0.2873209587435833,26.537,27.863,27.16,0.517789210651078
2012-02-02,28.182,24.99,216,0.1041758241758241,28.343,24.99,216,0.1041758241758241,26.625,28.343,27.028571428571432,0.6020196168295671,26.537,27.863,27.139714285714287,0.5011994660431158
2012-02-03,29.061,24.99,216,0.1041758241758241,28.182,24.99,216,0.1041758241758241,26.625,28.343,27.23342857142857,0.7225507726434316,26.537,27.863,27.024571428571427,0.4823912164563996
2012-02-06,28.29,24.99,216,0.1041758241758241,29.061,24.99,216,0.1041758241758241,26.743,29.061,27.58142857142857,0.9358224292287629,26.537,27.863,27.007,0.49618746457362184
2012-02-07,28.598,24.99,216,0.1041758241758241,28.29,24.99,216,0.1041758241758241,26.748,29.061,27.80242857142857,0.886172078312648,26.537,27.863,27.015428571428572,0.49025192746276053
2012-02-08,28.73,24.99,216,0.1041758241758241,28.598,24.99,216,0.1041758241758241,26.748,29.061,28.052142857142858,0.8166107658224635,26.625,27.863,27.060142857142857,0.4521354622129032
2012-02-09,28.568,24.99,216,0.1041758241758241,28.73,24.99,216,0.1041758241758241,27.143,29.061,28.33528571428571,0.6053416980752122,26.625,27.863,27.001857142857144,0.4638647175529468
2012-02-10,28.3,24.99,216,0.1041758241758241,28.568,24.99,216,0.1041758241758241,28.182,29.061,28.538857142857143,0.3003200673567368,26.625,27.436,26.899,0.2873209587435833
2012-02-13,28.735,24.99,216,0.1041758241758241,28.3,24.99,216,0.1041758241758241,28.182,29.061,28.532714285714285,0.305390850269918,26.625,28.343,27.028571428571432,0.6020196168295671
2012-02-14,28.662,24.99,216,0.1041758241758241,28.735,24.99,216,0.1041758241758241,28.29,29.061,28.61171428571429,0.2688907549456657,26.625,28.343,27.23342857142857,0.7225507726434316
2012-02-15,28.523,24.99,216,0.1041758241758241,28.662,24.99,216,0.1041758241758241,28.29,28.735,28.554714285714287,0.18785696179606975,26.743,29.061,27.58142857142857,0.9358224292287629
2012-02-16,28.803,24.99,216,0.1041758241758241,28.523,24.99,216,0.1041758241758241,28.3,28.735,28.588,0.14995443752468643,26.748,29.061,27.80242857142857,0.886172078312648
2012-02-17,28.769,24.99,216,0.1041758241758241,28.803,24.99,216,0.1041758241758241,28.3,28.803,28.617285714285714,0.17080175085534025,26.748,29.061,28.052142857142858,0.8166107658224635
2012-02-21,28.602,24.99,216,0.1041758241758241,28.769,24.99,216,0.1041758241758241,28.3,28.803,28.622857142857146,0.1756582179228202,27.143,29.061,28.33528571428571,0.6053416980752122
2012-02-22,28.456,24.99,216,0.1041758241758241,28.602,24.99,216,0.1041758241758241,28.3,28.803,28.627714285714287,0.17435377281621856,28.182,29.061,28.538857142857143,0.3003200673567368
2012-02-23,27.343,24.99,216,0.1041758241758241,28.456,24.99,216,0.1041758241758241,28.456,28.803,28.65,0.12974847462177738,28.182,29.061,28.532714285714285,0.305390850269918
