date,close[t],PE Ratio[t],Revenue_Amount(Millions)[t],Interest Rate(%)[t],close[t-1],PE Ratio[t-1],Revenue_Amount(Millions)[t-1],Interest Rate(%)[t-1],close[t-1]_7_min,close[t-1]_7_max,close[t-1]_7_mean,close[t-1]_7_std,close[t-1]_14_min,close[t-1]_14_max,close[t-1]_14_mean,close[t-1]_14_std
2012-01-24,16.967,0.0,132,0.1041758241758241,16.931,0.0,132,0.1041758241758241,16.931,17.438,17.17685714285714,0.15885677886220698,16.95,17.718,17.37242857142857,0.30129158476070816
2012-01-25,17.229,0.0,132,0.1041758241758241,16.967,0.0,132,0.1041758241758241,16.931,17.249,17.109571428571428,0.12620467125910603,16.95,17.718,17.33657142857143,0.2707217865526999
2012-01-26,17.249,0.0,132,0.1041758241758241,17.229,0.0,132,0.1041758241758241,16.931,17.249,17.134428571428572,0.1307196199796305,16.95,17.621,17.241857142857143,0.22757447760489907
2012-01-27,17.181,0.0,132,0.1041758241758241,17.249,0.0,132,0.1041758241758241,16.931,17.249,17.148142857142854,0.1378349599719755,16.95,17.438,17.175,0.1547029411485117
2012-01-30,16.833,0.0,132,0.1041758241758241,17.181,0.0,132,0.1041758241758241,16.931,17.249,17.14242857142857,0.1351133562887806,16.95,17.438,17.177857142857142,0.15544605556422492
2012-01-31,15.614,0.0,132,0.1041758241758241,16.833,0.0,132,0.1041758241758241,16.833,17.249,17.083,0.16792855623746802,17.055,17.438,17.22057142857143,0.11926980218934688
2012-02-01,15.787,0.0,132,0.1041758241758241,15.614,0.0,132,0.1041758241758241,15.614,17.249,16.857714285714284,0.5715798906789604,17.055,17.438,17.21,0.11794772853542708
2012-02-02,15.614,0.0,132,0.1041758241758241,15.787,0.0,132,0.1041758241758241,15.614,17.249,16.694285714285716,0.696935844557139,16.931,17.438,17.17685714285714,0.15885677886220698
2012-02-03,16.006,0.0,132,0.1041758241758241,15.614,0.0,132,0.1041758241758241,15.614,17.249,16.500999999999998,0.7900892354664768,16.931,17.249,17.109571428571428,0.12620467125910603
2012-02-06,16.094,0.0,132,0.1041758241758241,16.006,0.0,132,0.1041758241758241,15.614,17.249,16.326285714285714,0.7356189489778256,16.931,17.249,17.134428571428572,0.1307196199796305
2012-02-07,16.162,0.0,132,0.1041758241758241,16.094,0.0,132,0.1041758241758241,15.614,17.181,16.161285714285714,0.6135676312316697,16.931,17.249,17.148142857142854,0.1378349599719755
2012-02-08,16.191,0.0,132,0.1041758241758241,16.162,0.0,132,0.1041758241758241,15.614,16.833,16.01571428571429,0.42242108307774634,16.931,17.249,17.14242857142857,0.1351133562887806
2012-02-09,16.469,0.0,132,0.1041758241758241,16.191,0.0,132,0.1041758241758241,15.614,16.191,15.924000000000001,0.24984195004043233,16.833,17.249,17.083,0.16792855623746802
2012-02-10,16.439,0.0,132,0.1041758241758241,16.469,0.0,132,0.1041758241758241,15.614,16.469,16.046142857142858,0.2801841231353911,15.614,17.249,16.857714285714284,0.5715798906789604
2012-02-13,16.574,0.0,132,0.1041758241758241,16.439,0.0,132,0.1041758241758241,15.614,16.469,16.139285714285712,0.287944273709183,15.614,17.249,16.694285714285716,0.696935844557139
2012-02-14,16.784,0.0,132,0.1041758241758241,16.574,0.0,132,0.1041758241758241,16.006,16.574,16.27642857142857,0.21558668569190917,15.614,17.249,16.500999999999998,0.7900892354664768
2012-02-15,16.699,0.0,132,0.1041758241758241,16.784,0.0,132,0.1041758241758241,16.094,16.784,16.38757142857143,0.25063044317804084,15.614,17.249,16.326285714285714,0.7356189489778256
2012-02-16,17.035,0.0,132,0.1041758241758241,16.699,0.0,132,0.1041758241758241,16.162,16.784,16.474,0.23643462803349097,15.614,17.181,16.161285714285714,0.6135676312316697
2012-02-17,17.094,0.0,132,0.1041758241758241,17.035,0.0,132,0.1041758241758241,16.191,17.035,16.598714285714287,0.2720016631601833,15.614,16.833,16.01571428571429,0.42242108307774634
2012-02-21,17.428,0.0,132,0.1041758241758241,17.094,0.0,132,0.1041758241758241,16.439,17.094,16.72771428571429,0.26028811874902275,15.614,16.191,15.924000000000001,0.24984195004043233
2012-02-22,17.526,0.0,132,0.1041758241758241,17.428,0.0,132,0.1041758241758241,16.439,17.428,16.864714285714285,0.3412192424652682,15.614,16.469,16.046142857142858,0.2801841231353911
2012-02-23,18.427,0.0,132,0.1041758241758241,17.526,0.0,132,0.1041758241758241,16.574,17.526,17.020000000000003,0.36190560463560884,15.614,16.469,16.139285714285712,0.287944273709183
2012-02-24,19.161,0.0,132,0.1041758241758241,18.427,0.0,132,0.1041758241758241,16.699,18.427,17.284714285714283,0.5882277660582685,16.006,16.574,16.27642857142857,0.21558668569190917
2012-02-27,19.091,0.0,132,0.1041758241758241,19.161,0.0,132,0.1041758241758241,16.699,19.161,17.624285714285715,0.8697359205118315,16.094,16.784,16.38757142857143,0.25063044317804084
2012-02-28,19.121,0.0,132,0.1041758241758241,19.091,0.0,132,0.1041758241758241,17.035,19.161,17.966,0.9143631663622427,16.162,16.784,16.474,0.23643462803349097
2012-02-29,19.445,0.0,132,0.1041758241758241,19.121,0.0,132,0.1041758241758241,17.094,19.161,18.264000000000003,0.9001847958428579,16.191,17.035,16.598714285714287,0.2720016631601833
